0.00.002.779 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.004.694 I srv    load_model: loading model '/fast_drive/cache/hub/models--unsloth--Qwen3.6-35B-A3B-GGUF/snapshots/a483e9e6cbd595906af30beda3187c2663a1118c/Qwen3.6-35B-A3B-UD-Q4_K_XL.gguf'
0.13.651.543 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 32768, kv_unified = 'true'
0.13.668.437 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.13.668.476 I srv  llama_server: model loaded
0.13.668.488 I srv  llama_server: listening on http://127.0.0.1:8131
17.05.156.332 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
66.14.020.673 I slot launch_slot_: id  3 | task 9607 | processing task, is_child = 0
66.29.879.668 I slot print_timing: id  3 | task 9607 | prompt processing, n_tokens =    802, progress = 0.98, t =  15.86 s / 50.57 tokens per second
66.40.163.718 I slot print_timing: id  3 | task 9607 | prompt processing, n_tokens =   1314, progress = 1.00, t =  26.14 s / 50.26 tokens per second
66.49.764.669 I slot print_timing: id  3 | task 9607 | n_decoded =    100, tg =  10.60 t/s, tg_3s =  10.60 t/s
66.52.830.435 I slot print_timing: id  3 | task 9607 | n_decoded =    132, tg =  10.56 t/s, tg_3s =  10.44 t/s
66.55.890.987 I slot print_timing: id  3 | task 9607 | n_decoded =    164, tg =  10.54 t/s, tg_3s =  10.46 t/s
66.58.970.858 I slot print_timing: id  3 | task 9607 | n_decoded =    196, tg =  10.52 t/s, tg_3s =  10.39 t/s
67.02.034.428 I slot print_timing: id  3 | task 9607 | n_decoded =    228, tg =  10.51 t/s, tg_3s =  10.45 t/s
67.05.101.631 I slot print_timing: id  3 | task 9607 | n_decoded =    260, tg =  10.50 t/s, tg_3s =  10.43 t/s
67.08.106.660 I slot print_timing: id  3 | task 9607 | n_decoded =    292, tg =  10.51 t/s, tg_3s =  10.65 t/s
67.11.183.313 I slot print_timing: id  3 | task 9607 | n_decoded =    324, tg =  10.50 t/s, tg_3s =  10.40 t/s
67.12.407.860 I slot print_timing: id  3 | task 9607 | prompt eval time =   26313.42 ms /  1318 tokens (   19.96 ms per token,    50.09 tokens per second)
67.12.407.868 I slot print_timing: id  3 | task 9607 |        eval time =   32073.56 ms /   337 tokens (   95.17 ms per token,    10.51 tokens per second)
67.12.407.869 I slot print_timing: id  3 | task 9607 |       total time =   58386.98 ms /  1655 tokens
67.12.407.870 I slot print_timing: id  3 | task 9607 |    graphs reused =       9597
67.12.409.183 I slot      release: id  3 | task 9607 | stop processing: n_tokens = 30984, truncated = 0
67.13.694.572 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.982 (> 0.100 thold), f_keep = 0.990
67.13.697.419 I slot launch_slot_: id  3 | task 9948 | processing task, is_child = 0
67.42.061.636 I slot print_timing: id  3 | task 9948 | prompt processing, n_tokens =   1368, progress = 0.98, t =  28.36 s / 48.23 tokens per second
67.47.729.946 I slot print_timing: id  3 | task 9948 | prompt processing, n_tokens =   1653, progress = 0.99, t =  34.03 s / 48.57 tokens per second
67.52.337.618 I slot print_timing: id  3 | task 9948 | prompt processing, n_tokens =   1880, progress = 1.00, t =  38.64 s / 48.65 tokens per second
68.02.000.565 I slot print_timing: id  3 | task 9948 | n_decoded =    100, tg =  10.51 t/s, tg_3s =  10.51 t/s
68.05.075.346 I slot print_timing: id  3 | task 9948 | n_decoded =    130, tg =  10.33 t/s, tg_3s =   9.76 t/s
68.08.100.594 I slot print_timing: id  3 | task 9948 | n_decoded =    161, tg =  10.31 t/s, tg_3s =  10.25 t/s
68.11.188.257 I slot print_timing: id  3 | task 9948 | n_decoded =    193, tg =  10.32 t/s, tg_3s =  10.36 t/s
68.13.386.010 I slot print_timing: id  3 | task 9948 | prompt eval time =   38789.32 ms /  1884 tokens (   20.59 ms per token,    48.57 tokens per second)
68.13.386.021 I slot print_timing: id  3 | task 9948 |        eval time =   20899.05 ms /   216 tokens (   96.75 ms per token,    10.34 tokens per second)
68.13.386.022 I slot print_timing: id  3 | task 9948 |       total time =   59688.37 ms /  2100 tokens
68.13.386.023 I slot print_timing: id  3 | task 9948 |    graphs reused =       9810
68.13.387.533 I slot      release: id  3 | task 9948 | stop processing: n_tokens = 31431, truncated = 0
68.13.978.711 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
68.13.981.255 I slot launch_slot_: id  3 | task 10168 | processing task, is_child = 0
68.25.149.926 I slot print_timing: id  3 | task 10168 | n_decoded =    100, tg =  10.33 t/s, tg_3s =  10.33 t/s
68.28.223.463 I slot print_timing: id  3 | task 10168 | n_decoded =    131, tg =  10.27 t/s, tg_3s =  10.09 t/s
68.31.312.038 I slot print_timing: id  3 | task 10168 | n_decoded =    162, tg =  10.22 t/s, tg_3s =  10.04 t/s
68.34.340.432 I slot print_timing: id  3 | task 10168 | n_decoded =    193, tg =  10.23 t/s, tg_3s =  10.24 t/s
68.34.832.064 I slot print_timing: id  3 | task 10168 | prompt eval time =    1484.80 ms /    56 tokens (   26.51 ms per token,    37.72 tokens per second)
68.34.832.073 I slot print_timing: id  3 | task 10168 |        eval time =   19365.78 ms /   198 tokens (   97.81 ms per token,    10.22 tokens per second)
68.34.832.074 I slot print_timing: id  3 | task 10168 |       total time =   20850.58 ms /   254 tokens
68.34.832.074 I slot print_timing: id  3 | task 10168 |    graphs reused =      10005
68.34.833.384 I slot      release: id  3 | task 10168 | stop processing: n_tokens = 31684, truncated = 0
68.35.966.412 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
68.35.968.859 I slot launch_slot_: id  3 | task 10369 | processing task, is_child = 0
68.40.321.447 I slot print_timing: id  3 | task 10369 | prompt processing, n_tokens =    209, progress = 1.00, t =   4.35 s / 48.02 tokens per second
68.50.093.174 I slot print_timing: id  3 | task 10369 | n_decoded =    100, tg =  10.39 t/s, tg_3s =  10.39 t/s
68.53.110.981 I slot print_timing: id  3 | task 10369 | n_decoded =    131, tg =  10.36 t/s, tg_3s =  10.27 t/s
68.56.173.247 I slot print_timing: id  3 | task 10369 | n_decoded =    163, tg =  10.38 t/s, tg_3s =  10.45 t/s
68.59.243.305 I slot print_timing: id  3 | task 10369 | n_decoded =    195, tg =  10.39 t/s, tg_3s =  10.42 t/s
69.02.280.725 I slot print_timing: id  3 | task 10369 | n_decoded =    227, tg =  10.41 t/s, tg_3s =  10.54 t/s
69.05.292.865 I slot print_timing: id  3 | task 10369 | n_decoded =    259, tg =  10.43 t/s, tg_3s =  10.62 t/s
69.08.384.608 I slot print_timing: id  3 | task 10369 | n_decoded =    291, tg =  10.43 t/s, tg_3s =  10.35 t/s
69.11.470.963 I slot print_timing: id  3 | task 10369 | n_decoded =    323, tg =  10.42 t/s, tg_3s =  10.37 t/s
69.12.803.447 I slot print_timing: id  3 | task 10369 | prompt eval time =    4501.86 ms /   213 tokens (   21.14 ms per token,    47.31 tokens per second)
69.12.803.456 I slot print_timing: id  3 | task 10369 |        eval time =   32332.51 ms /   337 tokens (   95.94 ms per token,    10.42 tokens per second)
69.12.803.457 I slot print_timing: id  3 | task 10369 |       total time =   36834.37 ms /   550 tokens
69.12.803.458 I slot print_timing: id  3 | task 10369 |    graphs reused =      10339
69.12.804.841 I slot      release: id  3 | task 10369 | stop processing: n_tokens = 32233, truncated = 0
69.13.476.470 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
69.13.478.553 I slot launch_slot_: id  3 | task 10709 | processing task, is_child = 0
69.22.815.984 I slot print_timing: id  3 | task 10709 | prompt eval time =    1521.84 ms /    62 tokens (   24.55 ms per token,    40.74 tokens per second)
69.22.815.993 I slot print_timing: id  3 | task 10709 |        eval time =    7815.38 ms /    84 tokens (   93.04 ms per token,    10.75 tokens per second)
69.22.815.994 I slot print_timing: id  3 | task 10709 |       total time =    9337.22 ms /   146 tokens
69.22.815.995 I slot print_timing: id  3 | task 10709 |    graphs reused =      10421
69.22.817.378 I slot      release: id  3 | task 10709 | stop processing: n_tokens = 32378, truncated = 0
69.23.477.529 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.984 (> 0.100 thold), f_keep = 1.000
69.23.479.612 I slot launch_slot_: id  3 | task 10796 | processing task, is_child = 0
69.23.479.800 E srv    send_error: task id = 10796, error: request (32911 tokens) exceeds the available context size (32768 tokens), try increasing it
69.23.479.811 I slot      release: id  3 | task 10796 | stop processing: n_tokens = 32378, truncated = 0
69.23.479.839 W srv          stop: cancel task, id_task = 10796
69.43.712.796 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.619 (> 0.100 thold), f_keep = 0.607
69.43.715.432 I slot launch_slot_: id  3 | task 10799 | processing task, is_child = 0
69.47.361.316 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =    245, progress = 0.62, t =   3.65 s / 67.20 tokens per second
69.51.241.655 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =    517, progress = 0.63, t =   7.53 s / 68.69 tokens per second
69.53.388.260 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =    665, progress = 0.64, t =   9.67 s / 68.75 tokens per second
69.56.775.777 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =    903, progress = 0.65, t =  13.06 s / 69.14 tokens per second
69.59.730.090 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   1108, progress = 0.65, t =  16.01 s / 69.19 tokens per second
70.17.931.453 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   2272, progress = 0.69, t =  34.22 s / 66.40 tokens per second
70.32.990.376 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   3162, progress = 0.72, t =  49.27 s / 64.17 tokens per second
70.57.585.670 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   4606, progress = 0.76, t =  73.87 s / 62.35 tokens per second
71.00.249.576 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   4764, progress = 0.77, t =  76.53 s / 62.25 tokens per second
71.08.580.721 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   5240, progress = 0.78, t =  84.87 s / 61.75 tokens per second
71.15.980.460 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   5669, progress = 0.80, t =  92.26 s / 61.44 tokens per second
71.20.250.516 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   5896, progress = 0.80, t =  96.53 s / 61.08 tokens per second
71.23.383.422 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   6075, progress = 0.81, t =  99.67 s / 60.95 tokens per second
71.25.657.477 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   6197, progress = 0.81, t = 101.94 s / 60.79 tokens per second
71.38.556.640 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   6834, progress = 0.83, t = 114.84 s / 59.51 tokens per second
71.44.365.337 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   7151, progress = 0.84, t = 120.65 s / 59.27 tokens per second
71.58.284.084 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   7909, progress = 0.87, t = 134.57 s / 58.77 tokens per second
72.25.838.206 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   9330, progress = 0.91, t = 162.12 s / 57.55 tokens per second
72.34.078.260 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   9718, progress = 0.92, t = 170.36 s / 57.04 tokens per second
72.38.515.392 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =   9954, progress = 0.93, t = 174.80 s / 56.95 tokens per second
72.44.180.318 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =  10233, progress = 0.94, t = 180.46 s / 56.70 tokens per second
72.46.835.580 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =  10359, progress = 0.94, t = 183.12 s / 56.57 tokens per second
73.12.983.640 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =  11645, progress = 0.98, t = 209.27 s / 55.65 tokens per second
73.13.499.853 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =  11660, progress = 0.98, t = 209.78 s / 55.58 tokens per second
73.24.560.223 I slot print_timing: id  3 | task 10799 | prompt processing, n_tokens =  12172, progress = 1.00, t = 220.84 s / 55.12 tokens per second
73.35.056.937 I slot print_timing: id  3 | task 10799 | n_decoded =    100, tg =   9.67 t/s, tg_3s =   9.67 t/s
73.38.112.239 I slot print_timing: id  3 | task 10799 | n_decoded =    132, tg =   9.85 t/s, tg_3s =  10.47 t/s
73.41.192.537 I slot print_timing: id  3 | task 10799 | n_decoded =    164, tg =   9.95 t/s, tg_3s =  10.39 t/s
73.44.269.571 I slot print_timing: id  3 | task 10799 | n_decoded =    196, tg =  10.02 t/s, tg_3s =  10.40 t/s
73.47.293.975 I slot print_timing: id  3 | task 10799 | n_decoded =    227, tg =  10.05 t/s, tg_3s =  10.25 t/s
73.50.344.470 I slot print_timing: id  3 | task 10799 | n_decoded =    258, tg =  10.07 t/s, tg_3s =  10.16 t/s
73.53.384.844 I slot print_timing: id  3 | task 10799 | n_decoded =    289, tg =  10.08 t/s, tg_3s =  10.20 t/s
73.56.398.350 I slot print_timing: id  3 | task 10799 | n_decoded =    320, tg =  10.10 t/s, tg_3s =  10.29 t/s
73.59.429.010 I slot print_timing: id  3 | task 10799 | n_decoded =    351, tg =  10.11 t/s, tg_3s =  10.23 t/s
74.02.520.271 I slot print_timing: id  3 | task 10799 | n_decoded =    381, tg =  10.08 t/s, tg_3s =   9.70 t/s
74.05.604.155 I slot print_timing: id  3 | task 10799 | n_decoded =    413, tg =  10.10 t/s, tg_3s =  10.38 t/s
74.08.637.747 I slot print_timing: id  3 | task 10799 | n_decoded =    445, tg =  10.13 t/s, tg_3s =  10.55 t/s
74.11.684.527 I slot print_timing: id  3 | task 10799 | n_decoded =    477, tg =  10.16 t/s, tg_3s =  10.50 t/s
74.14.772.623 I slot print_timing: id  3 | task 10799 | n_decoded =    509, tg =  10.17 t/s, tg_3s =  10.36 t/s
74.17.906.060 I slot print_timing: id  3 | task 10799 | n_decoded =    540, tg =  10.15 t/s, tg_3s =   9.89 t/s
74.20.911.681 I slot print_timing: id  3 | task 10799 | n_decoded =    569, tg =  10.12 t/s, tg_3s =   9.65 t/s
74.23.962.088 I slot print_timing: id  3 | task 10799 | n_decoded =    599, tg =  10.11 t/s, tg_3s =   9.83 t/s
74.26.994.174 I slot print_timing: id  3 | task 10799 | n_decoded =    629, tg =  10.10 t/s, tg_3s =   9.89 t/s
74.30.033.751 I slot print_timing: id  3 | task 10799 | n_decoded =    658, tg =  10.07 t/s, tg_3s =   9.54 t/s
74.33.037.014 I slot print_timing: id  3 | task 10799 | n_decoded =    687, tg =  10.06 t/s, tg_3s =   9.66 t/s
74.36.127.576 I slot print_timing: id  3 | task 10799 | n_decoded =    716, tg =  10.03 t/s, tg_3s =   9.38 t/s
74.39.176.121 I slot print_timing: id  3 | task 10799 | n_decoded =    745, tg =  10.00 t/s, tg_3s =   9.51 t/s
74.42.231.626 I slot print_timing: id  3 | task 10799 | n_decoded =    773, tg =   9.97 t/s, tg_3s =   9.16 t/s
74.45.326.705 I slot print_timing: id  3 | task 10799 | n_decoded =    802, tg =   9.95 t/s, tg_3s =   9.37 t/s
74.48.349.437 I slot print_timing: id  3 | task 10799 | n_decoded =    830, tg =   9.92 t/s, tg_3s =   9.26 t/s
74.51.413.882 I slot print_timing: id  3 | task 10799 | n_decoded =    859, tg =   9.91 t/s, tg_3s =   9.46 t/s
74.54.471.312 I slot print_timing: id  3 | task 10799 | n_decoded =    887, tg =   9.88 t/s, tg_3s =   9.16 t/s
74.57.546.718 I slot print_timing: id  3 | task 10799 | n_decoded =    916, tg =   9.87 t/s, tg_3s =   9.43 t/s
75.00.566.753 I slot print_timing: id  3 | task 10799 | n_decoded =    944, tg =   9.85 t/s, tg_3s =   9.27 t/s
75.03.629.300 I slot print_timing: id  3 | task 10799 | n_decoded =    972, tg =   9.83 t/s, tg_3s =   9.14 t/s
75.05.652.227 I slot print_timing: id  3 | task 10799 | prompt eval time =  220997.56 ms / 12176 tokens (   18.15 ms per token,    55.10 tokens per second)
75.05.652.236 I slot print_timing: id  3 | task 10799 |        eval time =  100939.01 ms /   991 tokens (  101.86 ms per token,     9.82 tokens per second)
75.05.652.237 I slot print_timing: id  3 | task 10799 |       total time =  321936.57 ms / 13167 tokens
75.05.652.238 I slot print_timing: id  3 | task 10799 |    graphs reused =      11407
75.05.653.643 I slot      release: id  3 | task 10799 | stop processing: n_tokens = 32767, truncated = 1
75.05.814.494 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.984 (> 0.100 thold), f_keep = 0.970
75.05.816.454 I slot launch_slot_: id  3 | task 11816 | processing task, is_child = 0
75.16.843.047 I slot print_timing: id  3 | task 11816 | prompt processing, n_tokens =    515, progress = 0.98, t =  11.03 s / 46.71 tokens per second
75.26.709.527 I slot print_timing: id  3 | task 11816 | prompt processing, n_tokens =    982, progress = 1.00, t =  20.89 s / 47.00 tokens per second
75.27.772.289 I slot print_timing: id  3 | task 11816 | prompt processing, n_tokens =   1027, progress = 1.00, t =  21.96 s / 46.78 tokens per second
75.38.029.439 I slot print_timing: id  3 | task 11816 | n_decoded =    100, tg =   9.90 t/s, tg_3s =   9.90 t/s
75.41.105.678 I slot print_timing: id  3 | task 11816 | n_decoded =    131, tg =   9.94 t/s, tg_3s =  10.08 t/s
75.44.176.002 I slot print_timing: id  3 | task 11816 | n_decoded =    162, tg =   9.97 t/s, tg_3s =  10.10 t/s
75.47.268.585 I slot print_timing: id  3 | task 11816 | n_decoded =    194, tg =  10.03 t/s, tg_3s =  10.35 t/s
75.50.299.475 I slot print_timing: id  3 | task 11816 | n_decoded =    224, tg =  10.01 t/s, tg_3s =   9.90 t/s
75.53.368.177 I slot print_timing: id  3 | task 11816 | n_decoded =    255, tg =  10.02 t/s, tg_3s =  10.10 t/s
75.56.403.385 I slot print_timing: id  3 | task 11816 | n_decoded =    286, tg =  10.05 t/s, tg_3s =  10.21 t/s
75.59.410.491 I slot print_timing: id  3 | task 11816 | n_decoded =    316, tg =  10.04 t/s, tg_3s =   9.98 t/s
76.02.479.321 I slot print_timing: id  3 | task 11816 | n_decoded =    346, tg =  10.02 t/s, tg_3s =   9.78 t/s
76.02.779.956 I slot print_timing: id  3 | task 11816 | prompt eval time =   22115.06 ms /  1031 tokens (   21.45 ms per token,    46.62 tokens per second)
76.02.779.964 I slot print_timing: id  3 | task 11816 |        eval time =   34848.21 ms /   349 tokens (   99.85 ms per token,    10.01 tokens per second)
76.02.779.965 I slot print_timing: id  3 | task 11816 |       total time =   56963.27 ms /  1380 tokens
76.02.779.966 I slot print_timing: id  3 | task 11816 |    graphs reused =      11753
76.02.781.232 I slot      release: id  3 | task 11816 | stop processing: n_tokens = 32625, truncated = 0
77.32.631.742 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.963 (> 0.100 thold), f_keep = 0.297
77.33.223.511 I slot launch_slot_: id  3 | task 12169 | processing task, is_child = 0
77.38.215.452 I slot print_timing: id  3 | task 12169 | prompt processing, n_tokens =    453, progress = 1.00, t =   4.99 s / 90.75 tokens per second
77.46.521.377 I slot print_timing: id  3 | task 12169 | n_decoded =    100, tg =  12.20 t/s, tg_3s =  12.20 t/s
77.49.594.587 I slot print_timing: id  3 | task 12169 | n_decoded =    137, tg =  12.15 t/s, tg_3s =  12.04 t/s
77.52.604.933 I slot print_timing: id  3 | task 12169 | n_decoded =    172, tg =  12.04 t/s, tg_3s =  11.63 t/s
77.53.034.663 I slot print_timing: id  3 | task 12169 | prompt eval time =    5098.24 ms /   457 tokens (   11.16 ms per token,    89.64 tokens per second)
77.53.034.673 I slot print_timing: id  3 | task 12169 |        eval time =   14712.64 ms /   177 tokens (   83.12 ms per token,    12.03 tokens per second)
77.53.034.674 I slot print_timing: id  3 | task 12169 |       total time =   19810.88 ms /   634 tokens
77.53.034.676 I slot print_timing: id  3 | task 12169 |    graphs reused =      11928
77.53.035.270 I slot      release: id  3 | task 12169 | stop processing: n_tokens = 10236, truncated = 0
77.53.548.351 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.905 (> 0.100 thold), f_keep = 1.000
77.53.550.228 I slot launch_slot_: id  3 | task 12348 | processing task, is_child = 0
77.59.799.922 I slot print_timing: id  3 | task 12348 | prompt processing, n_tokens =    562, progress = 0.95, t =   6.25 s / 89.93 tokens per second
78.05.534.051 I slot print_timing: id  3 | task 12348 | prompt processing, n_tokens =   1074, progress = 1.00, t =  11.98 s / 89.62 tokens per second
78.13.352.929 I slot print_timing: id  3 | task 12348 | n_decoded =    100, tg =  12.98 t/s, tg_3s =  12.98 t/s
78.16.396.037 I slot print_timing: id  3 | task 12348 | n_decoded =    139, tg =  12.93 t/s, tg_3s =  12.82 t/s
78.18.676.346 I slot print_timing: id  3 | task 12348 | prompt eval time =   12096.24 ms /  1078 tokens (   11.22 ms per token,    89.12 tokens per second)
78.18.676.354 I slot print_timing: id  3 | task 12348 |        eval time =   13029.73 ms /   168 tokens (   77.56 ms per token,    12.89 tokens per second)
78.18.676.355 I slot print_timing: id  3 | task 12348 |       total time =   25125.97 ms /  1246 tokens
78.18.676.356 I slot print_timing: id  3 | task 12348 |    graphs reused =      12094
78.18.676.983 I slot      release: id  3 | task 12348 | stop processing: n_tokens = 11481, truncated = 0
78.19.193.459 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.731 (> 0.100 thold), f_keep = 1.000
78.19.195.297 I slot launch_slot_: id  3 | task 12520 | processing task, is_child = 0
78.43.154.715 I slot print_timing: id  3 | task 12520 | prompt processing, n_tokens =   2050, progress = 0.86, t =  23.96 s / 85.56 tokens per second
79.04.819.909 I slot print_timing: id  3 | task 12520 | prompt processing, n_tokens =   3708, progress = 0.97, t =  45.62 s / 81.27 tokens per second
79.11.510.774 I slot print_timing: id  3 | task 12520 | prompt processing, n_tokens =   4220, progress = 1.00, t =  52.32 s / 80.66 tokens per second
79.19.723.901 I slot print_timing: id  3 | task 12520 | n_decoded =    100, tg =  12.35 t/s, tg_3s =  12.35 t/s
79.22.746.213 I slot print_timing: id  3 | task 12520 | n_decoded =    137, tg =  12.32 t/s, tg_3s =  12.24 t/s
79.25.813.218 I slot print_timing: id  3 | task 12520 | n_decoded =    175, tg =  12.34 t/s, tg_3s =  12.39 t/s
79.28.844.016 I slot print_timing: id  3 | task 12520 | n_decoded =    213, tg =  12.37 t/s, tg_3s =  12.54 t/s
79.31.247.833 I slot print_timing: id  3 | task 12520 | prompt eval time =   52432.04 ms /  4224 tokens (   12.41 ms per token,    80.56 tokens per second)
79.31.247.840 I slot print_timing: id  3 | task 12520 |        eval time =   19620.33 ms /   243 tokens (   80.74 ms per token,    12.39 tokens per second)
79.31.247.841 I slot print_timing: id  3 | task 12520 |       total time =   72052.37 ms /  4467 tokens
79.31.247.842 I slot print_timing: id  3 | task 12520 |    graphs reused =      12334
79.31.248.591 I slot      release: id  3 | task 12520 | stop processing: n_tokens = 15947, truncated = 0
79.31.748.278 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.933 (> 0.100 thold), f_keep = 1.000
79.31.750.426 I slot launch_slot_: id  3 | task 12768 | processing task, is_child = 0
79.40.147.499 I slot print_timing: id  3 | task 12768 | prompt processing, n_tokens =    623, progress = 0.97, t =   8.40 s / 74.19 tokens per second
79.47.101.337 I slot print_timing: id  3 | task 12768 | prompt processing, n_tokens =   1135, progress = 1.00, t =  15.35 s / 73.94 tokens per second
79.55.811.949 I slot print_timing: id  3 | task 12768 | n_decoded =    100, tg =  11.64 t/s, tg_3s =  11.64 t/s
79.58.839.903 I slot print_timing: id  3 | task 12768 | n_decoded =    135, tg =  11.62 t/s, tg_3s =  11.56 t/s
80.01.850.687 I slot print_timing: id  3 | task 12768 | n_decoded =    170, tg =  11.62 t/s, tg_3s =  11.62 t/s
80.04.854.095 I slot print_timing: id  3 | task 12768 | n_decoded =    205, tg =  11.63 t/s, tg_3s =  11.65 t/s
80.07.877.549 I slot print_timing: id  3 | task 12768 | n_decoded =    240, tg =  11.62 t/s, tg_3s =  11.58 t/s
80.10.885.501 I slot print_timing: id  3 | task 12768 | n_decoded =    274, tg =  11.58 t/s, tg_3s =  11.30 t/s
80.13.948.507 I slot print_timing: id  3 | task 12768 | n_decoded =    309, tg =  11.56 t/s, tg_3s =  11.43 t/s
80.16.983.214 I slot print_timing: id  3 | task 12768 | n_decoded =    343, tg =  11.53 t/s, tg_3s =  11.20 t/s
80.17.429.436 I slot print_timing: id  3 | task 12768 | prompt eval time =   15473.00 ms /  1139 tokens (   13.58 ms per token,    73.61 tokens per second)
80.17.429.445 I slot print_timing: id  3 | task 12768 |        eval time =   30205.85 ms /   348 tokens (   86.80 ms per token,    11.52 tokens per second)
80.17.429.446 I slot print_timing: id  3 | task 12768 |       total time =   45678.84 ms /  1487 tokens
80.17.429.447 I slot print_timing: id  3 | task 12768 |    graphs reused =      12678
80.17.430.264 I slot      release: id  3 | task 12768 | stop processing: n_tokens = 17433, truncated = 0
80.19.039.648 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.936 (> 0.100 thold), f_keep = 1.000
80.19.041.565 I slot launch_slot_: id  3 | task 13120 | processing task, is_child = 0
80.28.857.851 I slot print_timing: id  3 | task 13120 | prompt processing, n_tokens =    673, progress = 0.97, t =   9.82 s / 68.56 tokens per second
80.36.242.095 I slot print_timing: id  3 | task 13120 | prompt processing, n_tokens =   1185, progress = 1.00, t =  17.20 s / 68.89 tokens per second
80.45.085.727 I slot print_timing: id  3 | task 13120 | n_decoded =    100, tg =  11.49 t/s, tg_3s =  11.49 t/s
80.48.134.101 I slot print_timing: id  3 | task 13120 | n_decoded =    134, tg =  11.40 t/s, tg_3s =  11.15 t/s
80.51.160.266 I slot print_timing: id  3 | task 13120 | n_decoded =    168, tg =  11.37 t/s, tg_3s =  11.24 t/s
80.54.245.227 I slot print_timing: id  3 | task 13120 | n_decoded =    202, tg =  11.31 t/s, tg_3s =  11.02 t/s
80.57.323.517 I slot print_timing: id  3 | task 13120 | n_decoded =    236, tg =  11.27 t/s, tg_3s =  11.05 t/s
81.00.361.476 I slot print_timing: id  3 | task 13120 | n_decoded =    270, tg =  11.26 t/s, tg_3s =  11.19 t/s
81.03.440.503 I slot print_timing: id  3 | task 13120 | n_decoded =    304, tg =  11.24 t/s, tg_3s =  11.04 t/s
81.06.140.653 I slot print_timing: id  3 | task 13120 | prompt eval time =   17340.96 ms /  1189 tokens (   14.58 ms per token,    68.57 tokens per second)
81.06.140.665 I slot print_timing: id  3 | task 13120 |        eval time =   29757.95 ms /   334 tokens (   89.10 ms per token,    11.22 tokens per second)
81.06.140.665 I slot print_timing: id  3 | task 13120 |       total time =   47098.92 ms /  1523 tokens
81.06.140.666 I slot print_timing: id  3 | task 13120 |    graphs reused =      13008
81.06.141.512 I slot      release: id  3 | task 13120 | stop processing: n_tokens = 18955, truncated = 0
81.06.667.674 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.990 (> 0.100 thold), f_keep = 1.000
81.06.670.058 I slot launch_slot_: id  3 | task 13458 | processing task, is_child = 0
81.17.989.224 I slot print_timing: id  3 | task 13458 | n_decoded =    100, tg =  11.92 t/s, tg_3s =  11.92 t/s
81.21.065.961 I slot print_timing: id  3 | task 13458 | n_decoded =    136, tg =  11.86 t/s, tg_3s =  11.70 t/s
